filename,title,doi,journal,year,paper_type,battery_subfield,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,num_analysis_methods,num_ambiguities,has_yield,has_capacity,has_cycle_life
Kuhn_et_al__-_2014_-_A_new_ultrafast_superionic_Li-conductor_ion_dynam_reactions.json,A new ultrafast superionic Li-conductor: ion dynamics in Li 11Si2PS12 and comparison with other tetragonal LGPS-type electrolytes,10.1039/c4cp02046d,Physical Chemistry Chemical Physics,2014,research-article,solid-state electrolyte,98.59,Excellent,2,4,4,4,6,12,1,1,False,False,False
Kuhs_et_al__-_1979_-_The_argyrodites___A_new_family_of_tetrahedrally_cl_reactions.json,THE ARGYRODITES - A NEW FAMILY OF TETRAHEDRALLY CLOSE-PACKED STRUCTURES,,Materials Research Bulletin,1979,inorganic solid-state synthesis and characterization,solid-state electrolyte,96.23,Excellent,4,1,2,5,4,5,1,2,False,False,False
Kumar_et_al__-_2016_-_Fundamental_Mechanisms_of_Solvent_Decomposition_In_reactions.json,Fundamental Mechanisms of Solvent Decomposition Involved in Solid-Electrolyte Interphase Formation in Sodium Ion Batteries,10.1021/acs.chemmater.6b03403,Chemistry of Materials,2016,research-article,Na-ion,80.26,Good,3,12,0,0,1,8,1,0,False,False,False
L_pez-Aranguren_et_al__-_2021_-_Crystalline_LiPON_as_a_Bulk-Type_Solid_Electrolyte_reactions.json,Crystalline LiPON as a Bulk-Type Solid Electrolyte,10.1021/acsenergylett.0c02336,ACS Energy Letters,2021,research article,solid-state electrolyte,89.23,Good,1,4,2,2,8,19,1,2,False,False,True
Lamsayah_et_al__-_2016_-_High_liquid_liquid_extraction_selectivity_of_Fe_II_reactions.json,High liquid–liquid extraction selectivity of Fe(II) and Pb(II) with TD-DFT theoretical calculations of long chain acid pyrazole- and triazole-based ligands,10.1080/23312009.2016.1230359,Cogent Chemistry,2016,synthetic study,computational/ML,98.53,Excellent,4,5,1,2,5,7,2,2,False,False,False
Landstorfer_et_al__-_2011_-_An_advanced_model_framework_for_solid_electrolyte__reactions.json,An advanced model framework for solid electrolyte intercalation batteries,10.1039/c0cp02473b,Physical Chemistry Chemical Physics,2011,theoretical_modeling,solid-state electrolyte,100.0,Excellent,0,1,0,0,0,0,1,1,False,False,False
Lang_et_al__-_2015_-_Lithium_Ion_Conduction_in_LiTi_2__PO_s_reactions.json,Lithium Ion Conduction in LiTi2(PO4)3 and Related Compounds Based on the NASICON Structure: A First-Principles Study,10.1021/acs.chemmater.5b01582,Chemistry of Materials,2015,computational study,solid-state electrolyte,87.63,Good,9,12,0,0,0,0,2,0,False,False,False
Lang_et_al__-_2020_-_A_molten_battery_consisting_of_Li_metal_anode__AlC_reactions.json,"A molten battery consisting of Li metal anode, AlCl3-LiCl cathode and solid electrolyte",10.1016/j.ensm.2019.07.027,Energy Storage Materials,2020,materials synthesis and battery assembly,solid-state electrolyte,90.28,Excellent,1,6,4,4,5,8,1,2,False,True,True
Lapp_-_1983_-_Ionic_conductivity_of_pure_and_doped_Li3N_reactions.json,Ionic Conductivity of Pure and Doped Li3N,,Solid State Ionics,1983,research article,solid-state electrolyte,97.37,Excellent,5,7,3,3,1,10,1,2,False,False,False
Larson_et_al__-_2020_-_Effects_of_lithium_intercalation_in_twisted_bilaye_reactions.json,Effects of lithium intercalation in twisted bilayer graphene,10.1103/PhysRevB.101.075407,Physical Review B,2020,computational study,computational/ML,89.47,Good,2,2,0,0,3,5,2,0,False,False,False
Lee_et_al__-_2001_-_Synthesis_and_characterization_of_lithium_aluminum_reactions.json,Synthesis and characterization of lithium aluminum-doped spinel for lithium secondary battery,,,,materials_synthesis,cathode,82.76,Good,1,2,1,1,0,0,0,1,False,False,False
Lee_et_al__-_2020_-_Fe_2_CS_2_MXene_a_promising_reactions.json,Fe2CS2 MXene: a promising electrode for Al-ion batteries,10.1039/c9nr08906c,Nanoscale,2020,computational study,2D materials,100.0,Excellent,1,5,0,0,0,0,3,0,False,True,False
Lee_et_al__-_2020_-_High-energy_long-cycling_all-solid-state_lithium_m_reactions.json,High-energy long-cycling all-solid-state lithium metal batteries enabled by silver–carbon composite anodes,10.1038/s41560-020-0575-z,Nature Energy,2020,research_article,solid-state electrolyte,84.38,Good,4,16,5,22,5,7,2,2,False,True,True
Lee_et_al__-_2021_-_Understanding_the_Chemical_Composition_with_Doping_reactions.json,"Understanding the Chemical Composition with Doping Aliovalent Ions, Followed by the Electrochemical Behavior for Surface-Modified Ni-Rich NMC Cathode Materials",10.1021/acs.inorgchem.1c02114,Inorganic Chemistry,2021,materials synthesis and electrochemistry,cathode,99.1,Excellent,3,7,10,10,6,11,1,3,False,True,True
Lee_et_al__-_2022_-_Dynamic_observation_of_dendrite_growth_on_lithium__reactions.json,Dynamic observation of dendrite growth on lithium metal anode during battery charging/discharging cycles,10.1038/s41524-022-00788-6,npj Computational Materials,2022,computational study,anode,80.0,Good,1,3,3,4,3,5,1,2,False,False,False
Lee_et_al__-_2023_-_Anode-less_all-solid-state_batteries_recent_advan_reactions.json,Anode-less all-solid-state batteries: recent advances and future outlook,10.1088/2752-5724/acb3e8,Materials Futures,2023,perspective,solid-state electrolyte,92.54,Excellent,2,8,2,3,2,3,1,3,False,False,True
Leedahl_et_al__-_2014_-_Structural_defects_induced_by_Fe-ion_implantation__reactions.json,Structural defects induced by Fe-ion implantation in TiO2,10.1063/1.4864748,Journal of Applied Physics,2014,materials synthesis and characterization,other/general,99.06,Excellent,4,8,6,8,7,4,0,2,False,False,False
Leggesse_et_al__-_2016_-_Lithium_diffusion_in_graphene_and_graphite_Effect_reactions.json,Lithium diffusion in graphene and graphite: Effect of edge morphology,10.1016/j.carbon.2016.03.016,Carbon,2016,computational study,ion transport,94.12,Excellent,0,1,0,0,0,0,2,0,False,False,False
Leisegang_et_al__-_2019_-_The_Aluminum-Ion_Battery_A_Sustainable_and_Semina_reactions.json,The Aluminum-Ion Battery: A Sustainable and Seminal Concept?,10.3389/fchem.2019.00268,Frontiers in Chemistry,2019,review article,review,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Leoncini_et_al__-_2017_-_Benzene-centered_tripodal_diglycolamides_synthesi_reactions.json,"Benzene-centered tripodal diglycolamides: synthesis, metal ion extraction, luminescence spectroscopy, and DFT studies",10.1039/c6dt04034a,Dalton Transactions,2017,research article,computational/ML,79.65,Good,3,14,5,19,4,5,2,2,True,False,False
Li_and_Monroe_-_2019_-_Dendrite_nucleation_in_lithium-conductive_ceramics_reactions.json,Dendrite nucleation in lithium-conductive ceramics,10.1039/c9cp03884a,Physical Chemistry Chemical Physics,2019,research article,other/general,97.73,Excellent,1,2,1,1,5,30,1,0,False,False,False
Li_et_al__-_2012_-_High-rate_lithium_sulfur_batteries_promoted_by_red_reactions.json,High-rate lithium–sulfur batteries promoted by reduced graphene oxide coating,10.1039/c2cc17912a,Chemical Communications,2012,research article,other/general,94.94,Excellent,2,7,3,7,6,17,0,2,False,True,True
Li_et_al__-_2015_-_Solid_Electrolyte_the_Key_for_High-Voltage_Lithiu_reactions.json,Solid Electrolyte: the Key for High-Voltage Lithium Batteries,10.1002/aenm.201401408,Advanced Energy Materials,2015,research article,solid-state electrolyte,79.41,Good,3,11,6,6,3,4,1,1,False,True,True
Li_et_al__-_2015_-_Ultrafast_and_Directional_Diffusion_of_Lithium_in__reactions.json,Ultrafast and Directional Diffusion of Lithium in Phosphorene for High-Performance Lithium-Ion Battery,10.1021/nl504336h,Nano Letters,2015,theoretical study,ion transport,88.89,Good,2,3,0,0,4,10,1,0,False,False,False
Li_et_al__-_2018_-_Chemical_Immobilization_Effect_on_Lithium_Polysulf_reactions.json,Chemical Immobilization Effect on Lithium Polysulfides for Lithium–Sulfur Batteries,10.1002/smll.201701986,Small,2018,review,cathode,83.72,Good,1,3,2,2,2,4,0,2,False,True,True
Li_et_al__-_2018_-_Co-modification_by_LiAlO2-coating_and_Al-doping_fo_reactions.json,Co-modification by LiAlO2-coating and Al-doping for LiNi0.5Co0.2Mn0.3O2 as a high-performance cathode material for lithium-ion batteries with a high cutoff voltage,10.1016/j.jallcom.2018.07.223,Journal of Alloys and Compounds,2018,research article,cathode,82.02,Good,2,7,7,8,4,8,3,2,False,True,True
Li_et_al__-_2020_-_Progress_and_perspectives_on_halide_lithium_conduc_reactions.json,Progress and perspectives on halide lithium conductors for all-solid-state lithium batteries,10.1039/c9ee03828k,Energy & Environmental Science,2020,review,solid-state electrolyte,98.0,Excellent,2,3,2,2,3,3,0,1,False,False,False
Li_et_al__-_2021_-_Electrochemical_Intercalation_in_Atomically_Thin_v_reactions.json,Electrochemical Intercalation in Atomically Thin van der Waals Materials for Structural Phase Transition and Device Applications,10.1002/adma.202000581,Advanced Materials,2021,review,2D materials,100.0,Excellent,0,0,0,0,0,0,0,1,False,False,False
Li_et_al__-_2021_-_Intrinsic_voltage_plateau_of_a_Nb2CTx_MXene_cathod_reactions.json,Intrinsic voltage plateau of a Nb2CTx MXene cathode in an aqueous electrolyte induced by high-voltage scanning,10.1016/j.joule.2021.09.006,Joule,2021,research article,cathode,95.56,Excellent,2,9,3,3,7,9,1,1,False,True,True
Li_et_al__-_2021_-_Solid-State_Electrolytes_for_Sodium_Metal_Batterie_reactions.json,Solid-State Electrolytes for Sodium Metal Batteries,10.1021/acs.energyfuels.1c00347,Energy & Fuels,2021,review,solid-state electrolyte,94.12,Excellent,4,7,4,6,4,6,1,2,False,False,False
Li_et_al__-_2022_-_NaSICON_A_promising_solid_electrolyte_for_solid_s_reactions.json,NaSICON: A promising solid electrolyte for solid ‐state sodium batteries,10.1002/idm2.12044,Interdisciplinary Materials,2022,review article,solid-state electrolyte,98.55,Excellent,3,4,4,8,4,5,1,2,False,True,True
Li_et_al__-_2023_-_Addressing_cation_mixing_in_layered_structured_cat_reactions.json,Addressing cation mixing in layered structured cathodes for lithium-ion batteries: A critical review,10.1016/j.nanoms.2022.09.001,Nano Materials Science,2023,review article,cathode,95.83,Excellent,3,2,3,3,1,2,0,2,False,True,False
Li_et_al__-_2023_-_One_step_in-situ_synthesis_of_Na3V2_PO4_3Na3V3_PO_reactions.json,One step in-situ synthesis of Na3V2(PO4)3/Na3V3(PO4)4 biphase coexisted cathode with high energy density by inducing of polyvinylpyrrolidone for sodium ion batteries,10.1016/j.jpowsour.2023.232802,Journal of Power Sources,2023,research article,cathode,79.41,Good,1,4,2,2,9,15,3,2,False,True,True
Li_et_al__-_2024_-_Constructing_static_two-electron_lithium-bromide_b_reactions.json,Constructing static two-electron lithium-bromide battery,10.1126/sciadv.adl0587,Science Advances,2024,research article,cathode,74.44,Acceptable,2,10,2,7,7,11,1,2,False,True,True
Lim_et_al__-_2012_-_Electrochemical_and_Thermal_Properties_of_NASICON__reactions.json,Electrochemical and Thermal Properties of NASICON Structured Na3V2(PO4)3 as a Sodium Rechargeable Battery Cathode: A Combined Experimental and Theoretical Study,10.1149/2.015209jes,Journal of The Electrochemical Society,2012,research-article,solid-state electrolyte,94.59,Excellent,1,12,7,7,6,15,1,1,False,True,True
Lim_et_al__-_2016_-_Fading_Kalman_filter-based_real-time_state_of_char_reactions.json,Fading Kalman filter-based real-time state of charge estimation in LiFePO4 battery-powered electric vehicles,10.1016/j.apenergy.2016.01.096,Applied Energy,2016,battery characterization/performance study,other/general,90.91,Excellent,1,1,0,0,4,6,1,1,False,False,False
Lin_et_al__-_2016_-_Layered_reduced_graphene_oxide_with_nanoscale_inte_reactions.json,Layered reduced graphene oxide with nanoscale interlayer gaps as a stable host for lithium metal anodes,10.1038/NNANO.2016.32,Nature Nanotechnology,2016,research-article,anode,90.14,Excellent,2,2,6,8,6,7,1,2,False,True,True
Lin_et_al__-_2017_-_Reviving_the_lithium_metal_anode_for_high-energy_b_reactions.json,Reviving the lithium metal anode for high-energy batteries,10.1038/NNANO.2017.16,Nature Nanotechnology,2017,review article,solid-state electrolyte,99.06,Excellent,6,9,6,6,3,4,0,2,False,False,False
Ling_-_2022_-_A_review_of_the_recent_progress_in_battery_informa_reactions.json,A review of the recent progress in battery informatics,https://doi.org/10.1038/s41524-022-00713-x,npj Computational Materials,2022,review article,computational/ML,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Liu_et_al__-_2014_-_First-Principles_Studies_of_Li_Nucleation_on_Graph_reactions.json,First-Principles Studies of Li Nucleation on Graphene,10.1021/jz500199d,The Journal of Physical Chemistry Letters,2014,computational study,computational/ML,94.12,Excellent,1,2,0,0,3,3,2,0,False,False,False
Liu_et_al__-_2016_-_Recent_progress_in_sulfide-based_solid_electrolyte_reactions.json,Recent progress in sulfide-based solid electrolytes for Li-ion batteries,10.1016/j.mseb.2016.03.005,Materials Science and Engineering B,2016,review,solid-state electrolyte,89.52,Good,7,5,5,7,8,8,0,2,False,False,False
Liu_et_al__-_2017_-_Enhancing_ionic_conductivity_in_composite_polymer__reactions.json,Enhancing ionic conductivity in composite polymer electrolytes with well-aligned ceramic nanowires,10.1038/nenergy.2017.35,Nature Energy,2017,research article,electrolyte (liquid/polymer),90.38,Excellent,2,10,7,9,5,9,1,2,False,False,False
Liu_et_al__-_2018_-_Approaching_the_capacity_limit_of_lithium_cobalt_o_reactions.json,Approaching the capacity limit of lithium cobalt oxide in lithium ion batteries via lanthanum and aluminium doping,10.1038/s41560-018-0180-6,Nature Energy,2018,research-article,cathode,80.95,Good,3,8,3,3,5,7,2,2,False,True,True
Liu_et_al__-_2019_-_A_new_strategy_to_prepare_GeGeO2-reduced_graphene_reactions.json,A new strategy to prepare Ge/GeO2-reduced graphene oxide microcubes for high-performance lithium-ion batteries,10.1016/j.electacta.2019.06.076,Electrochimica Acta,2019,research article,anode,99.13,Excellent,1,17,3,15,6,8,2,2,False,True,True
Liu_et_al__-_2019_-_Multi-ion_strategies_towards_emerging_rechargeable_reactions.json,Multi-ion strategies towards emerging rechargeable batteries with high performance,https://doi.org/10.1016/j.ensm.2019.03.028,Energy Storage Materials,2019,review,other/general,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Liu_et_al__-_2019_-_Recycling_of_spent_lithium-ion_batteries_in_view_o_reactions.json,Recycling of spent lithium-ion batteries in view of lithium recovery: A critical review,10.1016/j.jclepro.2019.04.304,Journal of Cleaner Production,2019,review,recycling,98.46,Excellent,1,5,7,8,0,0,0,4,False,False,False
Liu_et_al__-_2019_-_Ti_2_PTe_2_monolayer_a_prom_reactions.json,Ti2PTe2 monolayer: a promising two-dimensional anode material for sodium-ion batteries,10.1039/c9ra01686d,RSC Advances,2019,computational study,anode,97.92,Excellent,1,3,1,1,5,12,3,0,False,True,False
Liu_et_al__-_2020_-_Machine_learning_assisted_materials_design_and_dis_reactions.json,Machine learning assisted materials design and discovery for rechargeable batteries,10.1016/j.ensm.2020.06.033,Energy Storage Materials,2020,review article,computational/ML,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Liu_et_al__-_2020_-_Reversible_Crosslinked_Polymer_Binder_for_Recyclab_reactions.json,Reversible Crosslinked Polymer Binder for Recyclable Lithium Sulfur Batteries with High Performance,10.1002/adfm.202003605,Advanced Functional Materials,2020,polymer_synthesis_and_battery_application,Li-S,98.26,Excellent,1,12,5,9,10,16,1,1,True,True,True
Liu_et_al__-_2021_-_Current_and_future_lithium-ion_battery_manufacturi_reactions.json,Current and future lithium-ion battery manufacturing,10.1016/j.isci.2021.102332,iScience,2021,perspective,other/general,98.96,Excellent,1,10,9,10,1,1,1,2,False,False,True
Liu_et_al__-_2021_-_Feature_Analyses_and_Modeling_of_Lithium-Ion_Batte_reactions.json,Feature Analyses and Modeling of Lithium-Ion Battery Manufacturing Based on Random Forest Classification,10.1109/TMECH.2020.3049046,IEEE/ASME Transactions on Mechatronics,2021,research article,cathode,80.95,Good,1,4,6,6,2,0,1,2,False,False,False
Liu_et_al__-_2021_-_Impedance_Modeling_of_Solid-State_Electrolytes_In_reactions.json,Impedance Modeling of Solid-State Electrolytes: Influence of the Contacted Space Charge Layer,10.1021/acsami.0c22986,ACS Applied Materials & Interfaces,2021,research article,solid-state electrolyte,97.22,Excellent,1,3,1,1,1,3,2,1,False,False,False
Liu_et_al__-_2021_-_In_situ_formation_of_a_Li_3_N-ri_reactions.json,In situ formation of a Li3N-rich interface between lithium and argyrodite solid electrolyte enabled by nitrogen doping,10.1039/d1ta03343c,Journal of Materials Chemistry A,2021,research-article,solid-state electrolyte,76.34,Good,3,7,4,6,8,10,1,2,False,True,True
Liu_et_al__-_2021_-_Understanding_Co_roles_towards_developing_Co-free__reactions.json,Understanding Co roles towards developing Co-free Ni-rich cathodes for rechargeable batteries,10.1038/s41560-021-00776-y,Nature Energy,2021,research article,cathode,78.91,Good,9,11,5,12,5,0,1,3,False,True,False
Liu_et_al__-_2022_-_Development_of_quasi-solid-state_anode-free_high-e_reactions.json,Development of quasi-solid-state anode-free high-energy lithium sulfide-based batteries,10.1038/s41467-022-32031-7,Nature Communications,2022,materials synthesis and electrochemistry,solid-state electrolyte,96.49,Excellent,3,10,7,12,7,7,1,2,False,True,True
