filename,title,doi,journal,year,raw_paper_type,paper_category,has_experimental_section,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,char_methods_normalized,tags
Inagaki_et_al__-_2019_-_Conduction_Mechanism_of_Li_10_GeP__reactions.json,Conduction Mechanism of Li10GeP2S12-type Lithium Superionic Conductors in a Li−Sn−Si−P−S System,10.1021/acs.chemmater.9b00743,Chemistry of Materials,2019,materials_synthesis,experimental_synthesis,True,98.72,Excellent,3,5,6,7,3,5,XRD|Neutron diffraction|Ionic conductivity measurement,solid electrolyte|LGPS-type|sulfide|lithium superionic conductor
Islam_and_Fisher_-_2014_-_Lithium_and_sodium_battery_cathode_materials_comp_reactions.json,"Lithium and sodium battery cathode materials: computational insights into voltage, diffusion and nanostructural properties",10.1039/c3cs60199d,Chemical Society Reviews,2014,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,battery cathodes|computational chemistry|lithium-ion|sodium-ion
Islam_et_al__-_2017_-_DFT_Study_on_the_Li_Mobility_in_Li-Ion-Based_Solid_reactions.json,DFT Study on the Li Mobility in Li-Ion-Based Solid-State Electrolytes,10.1557/adv.201.37,MRS Advances,,computational study,computational,True,97.8,Excellent,3,7,5,5,6,14,Nudge Elastic Band (NEB)|DFT calculation|Radial Distribution Function (RDF)|Coordination Number Analysis|Bader Charge Analysis|Vibrational Density of States,DFT|NEB|AIMD|solid-state electrolyte
Jalem_et_al__-_2018_-_Bayesian-Driven_First-Principles_Calculations_for__reactions.json,Bayesian-Driven First-Principles Calculations for Accelerating Exploration of Fast Ion Conductors for Rechargeable Battery Application,10.1038/s41598-018-23852-y,Scientific Reports,2018,computational screening,computational,False,100.0,Excellent,6,6,0,0,3,12,DFT calculation|DFT calculation|DFT calculation,DFT|Bayesian optimization|solid electrolyte|tavorite
Janek_and_Zeier_-_2023_-_Challenges_in_speeding_up_solid-state_battery_deve_reactions.json,Challenges in speeding up solid-state battery development,10.1038/s41560-023-01208-9,Nature Energy,2023,review,review,False,100.0,Excellent,0,0,0,0,0,0,,solid-state batteries|solid electrolytes|energy density
Jayaprakash_et_al__-_2011_-_The_rechargeable_aluminum-ion_battery_reactions.json,The rechargeable aluminum-ion battery,10.1039/c1cc15779e,Chemical Communications,2011,communication,editorial,True,99.15,Excellent,1,13,9,12,4,8,XRD|TEM|Cyclic voltammetry|Galvanostatic cycling,aluminum-ion battery|V2O5 nanowires|ionic liquid electrolyte
Ji_et_al__-_2019_-_Lithium_intercalation_into_bilayer_graphene_reactions.json,Lithium intercalation into bilayer graphene,10.1038/s41467-018-07942-z,Nature Communications,2019,research article,experimental_synthesis,True,75.93,Good,1,13,6,8,5,9,SEM|SAED|Raman spectroscopy|XRD|Galvanostatic cycling,graphene|lithium intercalation|battery|CVD|bilayer graphene foam
Jiang_et_al__-_2021_-_All-dry_synthesis_of_self-supporting_thin_Li10GeP2_reactions.json,All-dry synthesis of self-supporting thin Li10GeP2S12 membrane and interface engineering for solid state lithium metal batteries,10.1016/j.cej.2021.129965,Chemical Engineering Journal,2021,research-article,experimental_synthesis,True,96.55,Excellent,3,13,6,11,5,4,XRD|SEM|EIS|FTIR|Cyclic voltammetry,solid-state electrolyte|all-dry synthesis|lithium batteries
Jiao_et_al__-_2022_-_Recycling_spent_LiNi_1-x-y_Mn_xs_reactions.json,Recycling spent LiNi1-x-yMnxCoyO2 cathodes to bifunctional NiMnCo catalysts for zinc-air batteries,10.1073/pnas.2202202119,Proceedings of the National Academy of Sciences,2022,research article,experimental_synthesis,True,80.25,Good,1,7,6,8,4,7,ICP|BET|TEM|XRD,battery recycling|catalysis|NiMnCo|rapid thermal radiation|zinc–air battery
Jin_et_al__-_2020_-_Polyanion-type_cathode_materials_for_sodium-ion_ba_reactions.json,Polyanion-type cathode materials for sodium-ion batteries,10.1039/c9cs00846b,Chemical Society Reviews,2020,review article,review,True,97.22,Excellent,1,2,2,2,1,1,XRD,sodium-ion batteries|polyanion cathodes
Jo_et_al__-_2023_-_Feasible_approaches_for_anode-free_lithium-metal_b_reactions.json,Feasible approaches for anode-free lithium-metal batteries as next generation energy storage systems,10.1016/j.ensm.2023.02.040,Energy Storage Materials,2023,review_article,review,True,97.59,Excellent,3,10,3,3,2,3,SEM|Galvanostatic cycling,anode-free lithium-metal batteries|electrolytes|current-collector modification|artificial SEI
Johansen_et_al__-_2015_-_Aluminum_Migration_and_Intrinsic_Defect_Interactio_reactions.json,Aluminum Migration and Intrinsic Defect Interaction in Single-Crystal Zinc Oxide,10.1103/PhysRevApplied.3.024003,Physical Review Applied,2015,materials synthesis and diffusion study,experimental_synthesis,True,98.7,Excellent,2,7,4,17,4,6,SIMS|Stylus profilometry (Dektak 8)|Resistivity measurement|DFT calculation,ZnO|Al doping|thin film|diffusion|vacancy-mediated
Jonderian_and_McCalla_-_2021_-_The_role_of_metal_substitutions_in_the_development_reactions.json,"The role of metal substitutions in the development of Li batteries, part II: solid electrolytes",10.1039/d1ma00082a,Materials Advances,2021,review article,review,True,98.08,Excellent,2,4,3,3,1,2,density measurement,solid electrolytes|Li batteries|metal substitution
Kahle_et_al__-_2020_-_High-throughput_computational_screening_for_solid-_reactions.json,High-throughput computational screening for solid-state Li-ion conductors,,,2020,supplementary_information,supporting_info,False,100.0,Excellent,0,0,0,0,2,2,PBE bandgap calculation|DFT calculation,computational screening|Li-ion conductors|bandgap|diffusion coefficients
Kahle_et_al__-_2020_-_The_solid-state_Li-ion_conductor_Li7TaO6_A_combin_reactions.json,The solid-state Li-ion conductor Li7TaO6: A combined computational and experimental study,10.1016/j.ssi.2020.115226,Solid State Ionics,2020,research article,experimental_synthesis,True,98.99,Excellent,4,7,6,7,6,7,XRD|ICP|XPS|EIS|Ionic conductivity measurement|Cyclic voltammetry,solid-state electrolyte|Li-ion conductor|Li7TaO6|oxide electrolyte
Kaland_et_al__-_2020_-_Are_MXenes_suitable_as_cathode_materials_for_recha_reactions.json,Are MXenes suitable as cathode materials for rechargeable Mg batteries?,10.1039/d0se00087f,Sustainable Energy & Fuels,2020,research article,experimental_synthesis,True,95.56,Excellent,2,12,3,5,3,4,SEM|XRD|XRD,MXene|magnesium battery|cathode|DFT|electrochemistry
Kalantar-Zadeh_et_al__-_2021_-_Low_Melting_Temperature_Liquid_Metals_and_Their_Im_reactions.json,Low Melting Temperature Liquid Metals and Their Impacts on Physical Chemistry,10.1021/accountsmr.1c00143,Accounts of Materials Research,2021,review,review,False,100.0,Excellent,2,5,0,0,0,0,,low-melting-temperature metals|liquid metals|post-transition metals
Kamaya_et_al__-_2011_-_A_lithium_superionic_conductor_reactions.json,A lithium superionic conductor,10.1038/NMAT3066,Nature Materials,2011,research article,experimental_synthesis,True,89.09,Good,2,9,8,10,7,13,XRD|XRD|Neutron diffraction|EIS|Cyclic voltammetry|Hebb–Wagner polarization|Battery cycling,solid electrolyte|lithium ion conductivity|solid-state battery
Kanehori_et_al__-_1983_-_Thin_film_solid_electrolyte_and_its_application_to_reactions.json,THIN FILM SOLID ELECTROLYTE AND ITS APPLICATION TO SECONDARY LITHIUM CELL,,Solid State Ionics,1983,materials synthesis and electrochemistry,experimental_synthesis,True,98.95,Excellent,3,9,4,4,6,13,EIS|Ionic conductivity measurement|SEM|XRD|Current pulse method|V-I characterization,thin film|solid electrolyte|secondary lithium cell|CVD|rf-sputtering
Kanno_-_2000_-_Synthesis_of_a_new_lithium_ionic_conductor__thio-L_reactions.json,"Synthesis of a new lithium ionic conductor, thio-LISICON – lithium germanium sulfide system",,Solid State Ionics,2000,research article,experimental_synthesis,True,86.9,Good,5,4,5,5,5,5,XRD|Rietveld refinement|EIS|Cyclic voltammetry|Hebb–Wagner polarization,solid-state ionics|thio-LISICON|lithium ionic conductor
Kanno_et_al__-_PHASE_TRANSITION_OF_THE_SOLID_LITHIUM_ION_CONDUCTO_reactions.json,"PHASE TRANSITION OF THE SOLID LITHIUM ION CONDUCTOR WITH THE SPINEL STRUCTURE: Li2−2xM1+xCl4 (M = Mg, Mn)",,Solid State Ionics,1986,research-article,experimental_synthesis,True,98.48,Excellent,2,5,4,4,3,7,XRD|XRD|DSC,spinel|solid lithium ion conductor|phase transition|chloride spinel
Kasamatsu_et_al__-_2011_-_Theoretical_analysis_of_space_charge_layer_formati_reactions.json,Theoretical analysis of space charge layer formation at metal/ionic conductor interfaces,10.1016/j.ssi.2010.11.022,Solid State Ionics,2011,computational study,computational,False,91.43,Excellent,1,3,0,0,2,2,DFT calculation|Poisson equation simulation,space charge|DFT|yttria stabilized zirconia|Poisson equation
Kasemchainan_et_al__-_2019_-_Critical_stripping_current_leads_to_dendrite_forma_reactions.json,Critical stripping current leads to dendrite formation on plating in lithium anode solid electrolyte cells,10.1038/s41563-019-0438-9,Nature Materials,2019,materials synthesis,experimental_synthesis,True,79.35,Good,1,6,9,12,5,4,XRD|XPS|SEM|X-ray computed tomography|EIS,solid-state electrolyte|argyrodite|lithium battery
Kato_et_al__-_2016_-_High-power_all-solid-state_batteries_using_sulfide_reactions.json,High-power all-solid-state batteries using sulfide superionic conductors,10.1038/NENERGY.2016.30,Nature Energy,2016,materials synthesis and electrochemistry,experimental_synthesis,True,78.76,Good,3,11,8,16,4,4,XRD|Neutron diffraction|EIS|Galvanostatic cycling,solid electrolyte|all-solid-state battery|sulfide conductor|LGPS family
Katzenmeier_et_al__-_2021_-_Properties_of_the_Space_Charge_Layers_Formed_in_Li_reactions.json,Properties of the Space Charge Layers Formed in Li-Ion Conducting Glass Ceramics,10.1021/acsami.0c21304,ACS Applied Materials & Interfaces,2021,research article,experimental_synthesis,True,90.14,Excellent,1,5,4,4,6,16,SEM|EDX/EDS|XRD|XPS|AFM|EIS,solid electrolyte|impedance spectroscopy|space charge layer|electrode deposition|glass ceramic
Katzenmeier_et_al__-_Properties_of_the_Space_Charge_Layers_Formed_in_Li_reactions.json,Properties of the Space Charge Layers Formed in Li-Ion Conducting Glass Ceramics,,,,supporting_information,supporting_info,False,96.88,Excellent,1,3,0,0,1,24,Equivalent circuit parameter determination,Li-ion conducting glass ceramic|space charge layer|equivalent circuit parameters
Kaup_et_al__-_2018_-_Correlation_of_Structure_and_Fast_Ion_Conductivity_reactions.json,Correlation of Structure and Fast Ion Conductivity in the Solid Solution Series Li 1+2xZn1−xPS4,10.1021/acs.chemmater.7b05108,Chemistry of Materials,2018,communication,editorial,True,98.44,Excellent,3,3,3,3,5,12,XRD|Neutron diffraction|EIS|SEM|Raman spectroscopy,solid electrolyte|lithium-ion conductor|thiophosphate|solid-state synthesis
Kc_et_al__-_2014_-_Point_defects_in_garnet-type_solid_electrolyte__c-_reactions.json,Point defects in garnet-type solid electrolyte (c-Li7La3Zr2O12) for Li-ion batteries,10.1016/j.ssi.2014.04.021,Solid State Ionics,2014,computational study,computational,False,96.3,Excellent,1,1,0,0,2,2,DFT calculation|DFT calculation,DFT|solid electrolyte|LLZO|defect chemistry
Kerisit_et_al__-_2014_-_Shell_Model_for_Atomistic_Simulation_of_Lithium_Di_reactions.json,Shell Model for Atomistic Simulation of Lithium Diffusion in Mixed Mn/Ti Oxides,10.1021/jp506025k,Journal of Physical Chemistry C,2014,computational study,computational,False,82.86,Good,1,3,0,0,2,5,DFT calculation|Potential of Mean Force (PMF) Calculation,molecular dynamics|Li diffusion|rutile|Mn/Ti oxides
Kim_-_2020_-_Investigation_of_material__chemical__and_electroch_reactions.json,"Investigation of material, chemical, and electrochemical properties of Li10SiP2S12-xOx and Li10[SnySi1-y]P2S12-xOx solid electrolytes",,,2020,PhD dissertation,other,True,99.0,Excellent,2,11,5,5,5,5,XRD|Raman spectroscopy|FT-IR|NMR|EIS,solid-state electrolyte|LGPS|sulfide|oxygen substitution|tin substitution
Kim_and_Amine_-_2002_-_A_comparative_study_on_the_substitution_of_divalen_reactions.json,,,,,,other,False,100.0,Excellent,0,0,0,0,0,0,,
Kim_et_al__-_2014_-_All-graphene-battery_bridging_the_gap_between_sup_reactions.json,All-graphene-battery: bridging the gap between supercapacitors and lithium ion batteries,10.1038/srep05278,Scientific Reports,2014,materials_synthesis,experimental_synthesis,True,80.92,Good,3,16,6,13,6,20,XRD|XPS|Raman spectroscopy|BET|Cyclic voltammetry|Electrochemical testing (full cell),graphene|battery|energy storage|functionalized graphene|reduced graphene oxide
Kim_et_al__-_2014_-_Novel_transition-metal-free_cathode_for_high_energ_reactions.json,Novel transition-metal-free cathode for high energy and power sodium rechargeable batteries,10.1016/j.nanoen.2013.12.009,Nano Energy,2014,research article,experimental_synthesis,True,77.67,Good,2,14,5,7,2,5,BET|Cyclic voltammetry,sodium batteries|graphite cathode|functionalized graphite nanoplatelets
Kim_et_al__-_2015_-_A_review_of_lithium_and_non-lithium_based_solid_st_reactions.json,A review of lithium and non-lithium based solid state batteries,10.1016/j.jpowsour.2015.02.054,Journal of Power Sources,2015,review article,review,True,98.7,Excellent,2,7,4,6,4,4,EDX/EDS|XRD|Ionic conductivity measurement|Thickness measurement,solid state battery|solid electrolyte|thin film|lithium|garnet|glass
Kim_et_al__-_2017_-_Electrochemical_lithium_intercalation_behavior_of__reactions.json,Electrochemical lithium intercalation behavior of pristine and milled hexagonal boron nitride,10.1016/j.jelechem.2017.06.017,Journal of Electroanalytical Chemistry,2017,research-article,experimental_synthesis,True,80.37,Good,3,12,4,6,6,19,XRD|BET|SEM|XPS|Cyclic voltammetry|Galvanostatic cycling,lithium intercalation|boron nitride|ball milling|electrochemistry|anode materials
Kim_et_al__-_2017_-_Progress_in_the_Development_of_Sodium-Ion_Solid_El_reactions.json,Progress in the Development of Sodium-Ion Solid Electrolytes,10.1002/smtd.201700219,Small Methods,2017,review article,review,True,98.31,Excellent,2,6,2,8,2,3,Ionic conductivity measurement|Ionic conductivity measurement,sodium-ion|solid electrolyte|ceramic|glass-ceramic
Kim_et_al__-_2017_-_Reduced_Graphene_OxideLiI_Composite_Lithium_Ion_B_reactions.json,Reduced Graphene Oxide/LiI Composite Lithium Ion Battery Cathodes,10.1021/acs.nanolett.7b03290,Nano Letters,2017,research article,experimental_synthesis,True,94.87,Excellent,2,12,6,13,8,20,SEM|TEM|XRD|XPS|Cyclic voltammetry|Galvanostatic cycling|Differential capacity analysis|EIS,lithium-ion battery|graphene oxide|LiI cathode|electrochemistry
Kim_et_al__-_2024_-_Fluorine-Substituted_Lithium_Chloride_Solid_Electr_reactions.json,Fluorine-Substituted Lithium Chloride Solid Electrolytes for High-Voltage All-Solid-State Lithium-Ion Batteries,10.1021/acsenergylett.3c02307,ACS Energy Letters,2024,research article,experimental_synthesis,True,100.0,Excellent,6,6,2,2,5,21,XRD|XPS|EIS|Cyclic voltammetry|Galvanostatic cycling,solid electrolyte|halide|fluorine substitution|all-solid-state battery
Kinzer_et_al__-_2021_-_Operando_analysis_of_the_molten_LiLLZO_interface_reactions.json,Operando analysis of the molten Li|LLZO interface: Understanding how the physical properties of Li affect the critical current density,10.1016/j.matt.2021.04.016,Matter,2021,research-article,experimental_synthesis,True,81.08,Good,2,6,5,6,3,3,Operando optical microscopy|SEM|SEM,solid-state batteries|LLZO|molten lithium|critical current density
Kirklin_et_al__-_2014_-_High-throughput_screening_of_high-capacity_electro_reactions.json,High-throughput screening of high-capacity electrodes for hybrid Li-ion–Li–O2 cells,10.1039/c4cp03597f,Physical Chemistry Chemical Physics,2014,research-article,computational,False,97.01,Excellent,9,3,0,0,2,3,Electrochemical charge–discharge test|DFT calculation,Li–O2 batteries|DFT screening|electrode materials|high capacity
Koerver_et_al__-_2018_-_Chemo-mechanical_expansion_of_lithium_electrode_ma_reactions.json,Chemo-mechanical expansion of lithium electrode materials – on the route to mechanically optimized all-solid-state batteries,10.1039/c8ee00907d,Energy & Environmental Science,2018,research-article,experimental_synthesis,True,98.89,Excellent,2,10,5,8,3,0,XRD|SEM|EDX/EDS,solid-state battery|mechanical stress|electrode materials
